RFPred,RFPer,RF_M,RF_P,Actual,Salary,Name,HTeam,Opp,Pts,Pos,Xgb,XgbPer,xgb_M,xgb_P,DNN,DNNPer
5.169277778,0.215386574,-7,6,2,2400,Tony Wolters (L),COL,WSH,1.9,C,0,0,0,0,0,0
3.885388889,0.102247076,-11,19,8,3800,Matt Holliday (R),NYY,TB,1.8,1B,0,0,0,0,0,0
3.831666667,0.093455285,-10,0,22,4100,Evan Gattis (R),HOU,DET,1.7,C,0,0,0,0,0,0
4.664,0.194333333,-1,7,0,2400,Omar Narvaez (L),CWS,CLE,1.6,C,0,0,0,0,0,0
4.185444444,0.174393519,-5,7,3,2400,Jaycob Brugman (L),OAK,MIN,1.9,OF,0,0,0,0,0,0
9.068833333,0.394297101,-6,21,10,2300,Zach Granite (L),MIN,OAK,2.1,OF,0,0,0,0,0,0
3.689666667,0.16042029,-4,6,0,2300,Sean Rodriguez (R),ATL,PHI,2.5,1B/2B,0,0,0,0,0,0
3.391888889,0.109415771,-7,19,5,3100,Garrett Cooper (R),NYY,TB,0,1B,0,0,0,0,0,0
14.40561111,0.654800505,-3,17,0,2200,Dusty Coleman (R),SD,PIT,3,3B,0,0,0,0,0,0
5.989833333,0.299491667,-8,29,2,2000,Ryan Lavarnway (R),OAK,MIN,0,1B/C,0,0,0,0,0,0
