Date,PLayerID,PBreak1,PBreak2,PBreak3,PBreak4,PBreak5,PBreak6,PBreak7,PBreak8,PBreak9,PB1,PB2,PB3,PB4,PlayerName,Breakdown,CPBrea,PPerreak1,PPerreak2,PPerreak3,PPerreak4,PPerreak5,PPerreak6,PPerreak7,PPerreak8,PPerreak9,PPer1,PPer2,PPer3,PPer4,PlayerNamePer,BreakdownPer,PerCP,BAvg1,BAvg2,BAvg3,BAvg4,BAvg5,BAvg6,BAvg7,BAvg8,BAvg9,BAvgQ1,BAvgQ2,BAvgQ3,BAvgQ4,PlayerNameBAvg,BAvgQ,BAvgQCP,EVAvg1,EVAvg2,EVAvg3,EVAvg4,EVAvg5,EVAvg6,EVAvg7,EVAvg8,EVAvg9,EVAvgQ1,EVAvgQ2,EVAvgQ3,EVAvgQ4,PlayerNameEVA,EVAvgQ,EVAvgQCP
2018-04-10,621389,6,14,8,9,26,17,13,18,11,13,13,16,49,"Ty Blach","Pitch Breakdown","[Catcher Perspective]",2.8,6.6,3.8,4.2,12.2,8.0,6.1,8.5,5.2,6.1,6.1,7.5,23.0,"Ty Blach","Pitch ","[Catcher Perspective]",.000,.667,.000,.333,.000,.000,.600,.400,.000,.250,,.500,.000,"Ty Blach","Batting Avg","[Catcher Perspective]",,85.3,41.0,94.4,75.5,91.9,92.9,91.4,41.0,80.3,,62.3,64.7,"Ty Blach","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,571578,16,13,9,30,23,9,20,21,11,46,6,64,25,"Patrick Corbin","Pitch Breakdown","[Catcher Perspective]",5.5,4.4,3.1,10.2,7.8,3.1,6.8,7.2,3.8,15.7,2.0,21.8,8.5,"Patrick Corbin","Pitch ","[Catcher Perspective]",.167,.000,.500,.222,.000,,.000,.000,.000,.000,1.000,.182,.000,"Patrick Corbin","Batting Avg","[Catcher Perspective]",69.6,41.0,98.4,77.1,69.0,,86.8,72.3,41.0,64.5,38.3,74.9,41.0,"Patrick Corbin","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,456501,4,7,6,9,17,12,9,7,13,4,11,9,35,"Johnny Cueto","Pitch Breakdown","[Catcher Perspective]",2.8,4.9,4.2,6.3,11.9,8.4,6.3,4.9,9.1,2.8,7.7,6.3,24.5,"Johnny Cueto","Pitch ","[Catcher Perspective]",.000,.250,.333,.000,.200,.000,.000,.250,.000,.000,.000,.000,.000,"Johnny Cueto","Batting Avg","[Catcher Perspective]",41.0,72.1,66.5,42.0,67.5,93.7,78.0,85.3,49.0,,66.3,84.1,47.8,"Johnny Cueto","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,605200,8,12,7,17,23,20,15,12,20,22,16,14,48,"Zach Davies","Pitch Breakdown","[Catcher Perspective]",3.4,5.1,3.0,7.3,9.8,8.5,6.4,5.1,8.5,9.4,6.8,6.0,20.5,"Zach Davies","Pitch ","[Catcher Perspective]",.000,.000,.000,.286,.000,.375,.000,.000,.000,.200,.000,.000,.000,"Zach Davies","Batting Avg","[Catcher Perspective]",91.0,50.0,,77.1,63.6,75.3,71.6,41.0,41.0,80.0,,50.6,70.0,"Zach Davies","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,543294,8,13,15,12,20,12,9,9,10,10,24,4,32,"Kyle Hendricks","Pitch Breakdown","[Catcher Perspective]",4.5,7.3,8.4,6.7,11.2,6.7,5.1,5.1,5.6,5.6,13.5,2.2,18.0,"Kyle Hendricks","Pitch ","[Catcher Perspective]",.333,.000,.167,.000,.125,.200,.500,.000,.000,.000,.000,.000,.000,"Kyle Hendricks","Batting Avg","[Catcher Perspective]",87.3,85.0,74.7,78.0,83.1,59.2,95.0,41.0,,55.2,63.0,54.2,,"Kyle Hendricks","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,543305,68,56,38,88,97,80,95,96,71,167,102,250,273,"Aaron Hicks","Pitch Breakdown","[Catcher Perspective]",4.6,3.8,2.6,5.9,6.5,5.4,6.4,6.5,4.8,11.3,6.9,16.9,18.4,"Aaron Hicks","Pitch ","[Catcher Perspective]",.125,.353,.211,.297,.400,.269,.211,.464,.250,.286,.211,.000,.111,"Aaron Hicks","Batting Avg","[Catcher Perspective]",86.2,91.4,83.5,89.4,88.6,84.7,82.9,86.8,92.1,81.2,84.6,72.4,68.3,"Aaron Hicks","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,435079,76,140,122,119,182,203,74,110,179,181,283,170,563,"Ian Kinsler","Pitch Breakdown","[Catcher Perspective]",3.2,5.8,5.1,5.0,7.6,8.5,3.1,4.6,7.5,7.5,11.8,7.1,23.4,"Ian Kinsler","Pitch ","[Catcher Perspective]",.174,.286,.233,.348,.333,.155,.263,.250,.143,.105,.357,.176,.164,"Ian Kinsler","Batting Avg","[Catcher Perspective]",77.4,87.9,88.9,87.9,92.1,87.7,87.6,91.5,83.2,68.5,87.2,81.5,76.9,"Ian Kinsler","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,435221,2,4,3,9,9,9,7,6,10,5,4,13,33,"Brandon McCarthy","Pitch Breakdown","[Catcher Perspective]",1.8,3.5,2.6,7.9,7.9,7.9,6.1,5.3,8.8,4.4,3.5,11.4,28.9,"Brandon McCarthy","Pitch ","[Catcher Perspective]",.000,.000,.000,.000,.000,.500,.000,,.000,,,.000,.000,"Brandon McCarthy","Batting Avg","[Catcher Perspective]",102.9,,,79.1,101.9,61.6,,,,41.0,,,82.0,"Brandon McCarthy","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,600301,40,63,49,42,102,97,39,74,71,80,138,65,250,"Taylor Motter","Pitch Breakdown","[Catcher Perspective]",3.6,5.7,4.4,3.8,9.2,8.7,3.5,6.7,6.4,7.2,12.4,5.9,22.5,"Taylor Motter","Pitch ","[Catcher Perspective]",.286,.353,.200,.231,.240,.176,.167,.172,.053,.083,.214,.000,.200,"Taylor Motter","Batting Avg","[Catcher Perspective]",84.3,87.5,96.0,82.3,92.2,82.6,92.5,88.5,85.1,79.6,87.2,,75.4,"Taylor Motter","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,656794,4,7,2,12,16,6,10,7,5,24,7,18,14,"Sean Newcomb","Pitch Breakdown","[Catcher Perspective]",3.0,5.3,1.5,9.1,12.1,4.5,7.6,5.3,3.8,18.2,5.3,13.6,10.6,"Sean Newcomb","Pitch ","[Catcher Perspective]",.000,.000,,.000,.000,.000,.500,.000,.000,,,.000,.000,"Sean Newcomb","Batting Avg","[Catcher Perspective]",91.1,,41.0,41.0,59.4,82.6,48.7,88.5,,,,59.7,,"Sean Newcomb","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,605400,13,12,12,11,28,28,3,12,18,27,12,8,34,"Aaron Nola","Pitch Breakdown","[Catcher Perspective]",6.0,5.5,5.5,5.0,12.8,12.8,1.4,5.5,8.3,12.4,5.5,3.7,15.6,"Aaron Nola","Pitch ","[Catcher Perspective]",.000,.000,.250,.167,.000,.167,.000,.333,.000,.000,.000,.000,.000,"Aaron Nola","Batting Avg","[Catcher Perspective]",75.7,79.8,98.5,80.2,78.5,83.3,82.9,78.9,82.9,78.2,,41.0,,"Aaron Nola","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,453286,8,13,7,11,25,20,4,21,29,11,20,17,60,"Max Scherzer","Pitch Breakdown","[Catcher Perspective]",3.3,5.3,2.8,4.5,10.2,8.1,1.6,8.5,11.8,4.5,8.1,6.9,24.4,"Max Scherzer","Pitch ","[Catcher Perspective]",1.000,.000,,.167,.083,.000,.000,.167,.333,.667,.000,.143,.000,"Max Scherzer","Batting Avg","[Catcher Perspective]",63.3,57.3,41.0,76.4,82.8,88.5,83.9,76.0,87.9,81.6,,97.8,59.9,"Max Scherzer","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,592826,4,3,5,3,10,7,2,4,6,3,8,7,20,"Vince Velasquez","Pitch Breakdown","[Catcher Perspective]",4.9,3.7,6.1,3.7,12.2,8.5,2.4,4.9,7.3,3.7,9.8,8.5,24.4,"Vince Velasquez","Pitch ","[Catcher Perspective]",1.000,.000,.000,.000,.286,.500,,.000,.500,.000,.000,,,"Vince Velasquez","Batting Avg","[Catcher Perspective]",101.9,76.3,62.2,78.2,82.3,88.6,,76.5,62.6,,83.7,,,"Vince Velasquez","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,608379,3,9,11,16,21,27,8,17,14,8,19,10,47,"Michael Wacha","Pitch Breakdown","[Catcher Perspective]",1.4,4.3,5.2,7.6,10.0,12.9,3.8,8.1,6.7,3.8,9.0,4.8,22.4,"Michael Wacha","Pitch ","[Catcher Perspective]",.000,.000,.000,.000,.167,.000,.000,.200,.000,,.000,.000,.000,"Michael Wacha","Batting Avg","[Catcher Perspective]",41.0,41.0,41.0,90.8,66.7,79.3,77.7,82.1,68.4,,,,75.4,"Michael Wacha","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,592836,7,8,7,12,18,17,12,17,23,5,9,16,60,"Taijuan Walker","Pitch Breakdown","[Catcher Perspective]",3.3,3.8,3.3,5.7,8.5,8.1,5.7,8.1,10.9,2.4,4.3,7.6,28.4,"Taijuan Walker","Pitch ","[Catcher Perspective]",.600,1.000,.200,.000,.200,.286,.000,.000,.111,.000,.500,.000,.000,"Taijuan Walker","Batting Avg","[Catcher Perspective]",76.1,97.4,86.1,84.0,80.1,95.6,,90.3,69.4,87.8,83.8,64.1,88.8,"Taijuan Walker","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,596133,3,5,2,3,6,8,2,8,9,7,4,4,21,"Luke Weaver","Pitch Breakdown","[Catcher Perspective]",3.7,6.1,2.4,3.7,7.3,9.8,2.4,9.8,11.0,8.5,4.9,4.9,25.6,"Luke Weaver","Pitch ","[Catcher Perspective]",.000,,,.000,.000,.250,,.500,.000,1.000,,.000,.000,"Luke Weaver","Batting Avg","[Catcher Perspective]",41.0,31.1,,41.0,41.0,100.2,,69.5,85.4,86.4,,46.2,63.5,"Luke Weaver","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,622072,3,6,3,14,25,17,7,23,24,11,17,16,53,"Alex Wood","Pitch Breakdown","[Catcher Perspective]",1.4,2.7,1.4,6.4,11.4,7.8,3.2,10.5,11.0,5.0,7.8,7.3,24.2,"Alex Wood","Pitch ","[Catcher Perspective]",,.000,,.000,.100,.000,.000,.000,.000,.500,.500,.000,.000,"Alex Wood","Batting Avg","[Catcher Perspective]",,92.7,,76.0,63.4,66.0,40.4,90.9,80.6,62.6,62.6,,80.0,"Alex Wood","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,455759,34,51,42,35,75,93,46,73,85,61,94,123,297,"Chris Young","Pitch Breakdown","[Catcher Perspective]",3.1,4.6,3.8,3.2,6.8,8.4,4.1,6.6,7.7,5.5,8.5,11.1,26.8,"Chris Young","Pitch ","[Catcher Perspective]",.200,.143,.150,.222,.393,.359,.143,.333,.095,.143,.357,.000,.129,"Chris Young","Batting Avg","[Catcher Perspective]",81.3,81.2,88.7,79.1,88.9,89.8,90.9,92.1,71.9,83.5,87.1,,78.9,"Chris Young","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,542881,4,5,2,11,9,5,11,18,4,14,7,22,11,"Tyler Anderson","Pitch Breakdown","[Catcher Perspective]",3.3,4.1,1.6,8.9,7.3,4.1,8.9,14.6,3.3,11.4,5.7,17.9,8.9,"Tyler Anderson","Pitch ","[Catcher Perspective]",.000,.000,.000,.500,.000,.000,.000,.000,,.000,,.000,.000,"Tyler Anderson","Batting Avg","[Catcher Perspective]",41.0,,,61.0,62.9,41.0,41.0,61.2,,71.7,,,,"Tyler Anderson","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,643230,2,1,0,5,8,2,4,1,2,6,0,9,5,"Steven Brault","Pitch Breakdown","[Catcher Perspective]",4.4,2.2,0.0,11.1,17.8,4.4,8.9,2.2,4.4,13.3,0.0,20.0,11.1,"Steven Brault","Pitch ","[Catcher Perspective]",.000,.000,.000,.000,.333,,.500,.000,,.000,.000,.000,1.000,"Steven Brault","Batting Avg","[Catcher Perspective]",82.3,78.9,,81.3,92.9,,89.1,75.6,,82.9,,74.6,96.9,"Steven Brault","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,622491,1,7,5,0,11,12,2,9,11,3,9,3,24,"Luis Castillo","Pitch Breakdown","[Catcher Perspective]",1.0,7.2,5.2,0.0,11.3,12.4,2.1,9.3,11.3,3.1,9.3,3.1,24.7,"Luis Castillo","Pitch ","[Catcher Perspective]",.000,.000,.000,.000,.000,1.000,,.000,.250,,.000,.000,.000,"Luis Castillo","Batting Avg","[Catcher Perspective]",41.0,71.6,83.5,,47.9,80.1,,76.7,89.9,41.0,92.9,,63.9,"Luis Castillo","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,506433,2,2,1,5,4,5,5,5,9,9,3,11,12,"Yu Darvish","Pitch Breakdown","[Catcher Perspective]",2.7,2.7,1.4,6.8,5.5,6.8,6.8,6.8,12.3,12.3,4.1,15.1,16.4,"Yu Darvish","Pitch ","[Catcher Perspective]",,.000,.000,.000,.000,.000,,,.000,.000,.000,.333,.000,"Yu Darvish","Batting Avg","[Catcher Perspective]",,,,,46.1,,,,61.3,,,73.6,,"Yu Darvish","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,594798,11,13,6,25,14,13,13,22,14,28,15,32,36,"Jacob deGrom","Pitch Breakdown","[Catcher Perspective]",4.5,5.4,2.5,10.3,5.8,5.4,5.4,9.1,5.8,11.6,6.2,13.2,14.9,"Jacob deGrom","Pitch ","[Catcher Perspective]",.200,.000,.000,.545,.000,.500,.200,.250,.000,.500,.000,.125,.091,"Jacob deGrom","Batting Avg","[Catcher Perspective]",90.2,92.9,81.6,94.1,80.3,68.1,89.8,78.7,88.8,85.6,65.4,61.1,75.7,"Jacob deGrom","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,628333,2,7,3,3,3,6,0,4,3,4,6,1,20,"Odrisamer Despaigne","Pitch Breakdown","[Catcher Perspective]",3.2,11.3,4.8,4.8,4.8,9.7,0.0,6.5,4.8,6.5,9.7,1.6,32.3,"Odrisamer Despaigne","Pitch ","[Catcher Perspective]",.000,.000,.000,.000,.000,.000,.000,,.000,.667,.000,,.000,"Odrisamer Despaigne","Batting Avg","[Catcher Perspective]",65.5,,86.2,66.0,91.6,76.3,,,81.4,68.8,41.0,,,"Odrisamer Despaigne","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,595943,11,3,11,9,17,7,2,6,10,17,14,5,29,"Phillip Evans","Pitch Breakdown","[Catcher Perspective]",7.8,2.1,7.8,6.4,12.1,5.0,1.4,4.3,7.1,12.1,9.9,3.5,20.6,"Phillip Evans","Pitch ","[Catcher Perspective]",.000,,.500,.333,.429,.500,,.500,.000,.000,,1.000,.167,"Phillip Evans","Batting Avg","[Catcher Perspective]",79.0,,90.7,56.0,89.6,93.3,,72.6,84.9,45.9,,81.5,91.1,"Phillip Evans","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,465753,8,12,14,24,14,14,6,12,5,23,22,35,25,"Pedro Florimon","Pitch Breakdown","[Catcher Perspective]",3.7,5.6,6.5,11.2,6.5,6.5,2.8,5.6,2.3,10.7,10.3,16.4,11.7,"Pedro Florimon","Pitch ","[Catcher Perspective]",.250,.000,.000,.400,.500,.429,.500,.500,,.333,.000,.333,.500,"Pedro Florimon","Batting Avg","[Catcher Perspective]",62.4,,69.7,94.1,80.1,83.2,101.3,92.4,,76.1,97.1,84.2,87.5,"Pedro Florimon","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,592314,6,7,3,10,18,21,6,12,10,11,21,5,35,"Mike Foltynewicz","Pitch Breakdown","[Catcher Perspective]",3.6,4.2,1.8,6.1,10.9,12.7,3.6,7.3,6.1,6.7,12.7,3.0,21.2,"Mike Foltynewicz","Pitch ","[Catcher Perspective]",.000,.000,,.000,.000,.000,.000,.000,.000,.000,.250,.000,.091,"Mike Foltynewicz","Batting Avg","[Catcher Perspective]",39.0,80.0,,41.1,76.6,59.5,81.3,,,,76.7,64.8,63.2,"Mike Foltynewicz","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,607536,11,12,3,19,23,13,14,15,10,29,10,25,19,"Kyle Freeland","Pitch Breakdown","[Catcher Perspective]",5.4,5.9,1.5,9.4,11.3,6.4,6.9,7.4,4.9,14.3,4.9,12.3,9.4,"Kyle Freeland","Pitch ","[Catcher Perspective]",.333,.200,.000,.000,.111,.500,.250,.400,,.000,.000,.000,.000,"Kyle Freeland","Batting Avg","[Catcher Perspective]",93.0,102.8,,92.5,72.4,67.8,69.1,85.7,41.0,69.9,45.3,77.3,,"Kyle Freeland","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,570481,9,27,11,29,35,34,16,26,38,38,36,64,92,"Erik Gonzalez","Pitch Breakdown","[Catcher Perspective]",2.0,5.9,2.4,6.4,7.7,7.5,3.5,5.7,8.4,8.4,7.9,14.1,20.2,"Erik Gonzalez","Pitch ","[Catcher Perspective]",.000,.250,.000,.250,.500,.364,.000,.375,.286,.286,.167,.188,.182,"Erik Gonzalez","Batting Avg","[Catcher Perspective]",85.4,91.3,,96.9,99.1,87.7,88.6,90.4,69.4,77.6,82.7,100.9,78.0,"Erik Gonzalez","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,518774,6,12,6,4,15,5,3,7,6,13,15,11,22,"Matt Harvey","Pitch Breakdown","[Catcher Perspective]",4.8,9.6,4.8,3.2,12.0,4.0,2.4,5.6,4.8,10.4,12.0,8.8,17.6,"Matt Harvey","Pitch ","[Catcher Perspective]",.000,.000,.000,.000,.333,.000,.000,.000,.000,.000,.000,.000,.000,"Matt Harvey","Batting Avg","[Catcher Perspective]",75.8,75.7,89.9,76.6,81.8,78.0,,48.4,80.2,41.0,61.6,,,"Matt Harvey","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,448179,10,8,3,17,13,7,13,11,7,23,6,26,12,"Rich Hill","Pitch Breakdown","[Catcher Perspective]",6.4,5.1,1.9,10.9,8.3,4.5,8.3,7.1,4.5,14.7,3.8,16.7,7.7,"Rich Hill","Pitch ","[Catcher Perspective]",.000,.000,,.200,.600,.000,.250,.000,.000,.000,.000,.000,.000,"Rich Hill","Batting Avg","[Catcher Perspective]",49.5,80.0,,68.5,80.8,75.3,64.8,94.4,76.0,55.8,82.9,67.4,,"Rich Hill","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,608566,5,8,10,6,17,17,3,13,14,9,25,9,36,"German Marquez","Pitch Breakdown","[Catcher Perspective]",2.9,4.7,5.8,3.5,9.9,9.9,1.7,7.6,8.1,5.2,14.5,5.2,20.9,"German Marquez","Pitch ","[Catcher Perspective]",1.000,.000,.200,.000,.500,.200,,.000,.250,.500,.000,.000,.125,"German Marquez","Batting Avg","[Catcher Perspective]",86.2,57.5,83.9,62.8,69.8,75.6,,72.0,81.4,64.4,69.5,,59.3,"German Marquez","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,592662,15,5,2,13,21,6,23,18,12,41,5,33,26,"Robbie Ray","Pitch Breakdown","[Catcher Perspective]",6.8,2.3,0.9,5.9,9.5,2.7,10.5,8.2,5.5,18.6,2.3,15.0,11.8,"Robbie Ray","Pitch ","[Catcher Perspective]",.000,.000,,.250,.000,.000,.333,.571,.500,.000,,.125,.250,"Robbie Ray","Batting Avg","[Catcher Perspective]",,92.9,41.0,83.1,76.1,53.3,66.6,92.5,88.4,76.2,,71.6,63.1,"Robbie Ray","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,608703,26,32,29,20,43,43,14,14,28,79,60,48,99,"Matt Reynolds","Pitch Breakdown","[Catcher Perspective]",4.9,6.0,5.4,3.7,8.0,8.0,2.6,2.6,5.2,14.8,11.2,9.0,18.5,"Matt Reynolds","Pitch ","[Catcher Perspective]",.333,.222,.300,.100,.421,.500,.000,.400,.400,.000,.071,.000,.000,"Matt Reynolds","Batting Avg","[Catcher Perspective]",86.9,83.6,88.8,89.9,91.0,83.0,83.3,86.2,89.4,72.7,79.0,70.5,66.1,"Matt Reynolds","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,453385,14,12,4,14,22,9,13,21,19,23,5,52,27,"Clayton Richard","Pitch Breakdown","[Catcher Perspective]",6.0,5.1,1.7,6.0,9.4,3.8,5.5,8.9,8.1,9.8,2.1,22.1,11.5,"Clayton Richard","Pitch ","[Catcher Perspective]",.000,.000,.000,.600,.222,.333,.000,.250,.000,.000,,.000,.000,"Clayton Richard","Batting Avg","[Catcher Perspective]",75.8,62.7,50.0,70.3,71.3,90.4,59.2,75.0,,41.0,,78.3,,"Clayton Richard","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,607219,8,3,1,10,13,4,4,8,5,19,4,13,11,"Sal Romano","Pitch Breakdown","[Catcher Perspective]",7.8,2.9,1.0,9.7,12.6,3.9,3.9,7.8,4.9,18.4,3.9,12.6,10.7,"Sal Romano","Pitch ","[Catcher Perspective]",.000,.000,,.000,.000,,.333,.000,.000,.000,,.000,.000,"Sal Romano","Batting Avg","[Catcher Perspective]",,,41.0,41.0,58.8,41.0,88.6,,57.7,57.7,41.0,,75.9,"Sal Romano","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,547943,3,12,7,9,15,9,8,9,10,7,21,16,35,"Hyun-Jin Ryu","Pitch Breakdown","[Catcher Perspective]",1.9,7.5,4.3,5.6,9.3,5.6,5.0,5.6,6.2,4.3,13.0,9.9,21.7,"Hyun-Jin Ryu","Pitch ","[Catcher Perspective]",,.000,.500,.000,.500,.000,.000,.000,.500,,.000,.000,.000,"Hyun-Jin Ryu","Batting Avg","[Catcher Perspective]",,88.8,68.9,80.3,69.6,96.7,,,102.7,41.0,,,58.4,"Hyun-Jin Ryu","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,572114,42,46,32,60,50,50,50,52,29,146,77,111,100,"Ryan Schimpf","Pitch Breakdown","[Catcher Perspective]",5.0,5.4,3.8,7.1,5.9,5.9,5.9,6.2,3.4,17.3,9.1,13.1,11.8,"Ryan Schimpf","Pitch ","[Catcher Perspective]",.000,.235,.000,.133,.273,.273,.056,.333,.125,.056,.000,.167,.200,"Ryan Schimpf","Batting Avg","[Catcher Perspective]",92.3,96.8,75.2,89.4,83.1,81.3,86.6,95.9,77.3,89.8,66.5,80.9,94.3,"Ryan Schimpf","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,608717,2,1,1,2,5,7,1,2,6,4,6,2,13,"Chris Stratton","Pitch Breakdown","[Catcher Perspective]",3.8,1.9,1.9,3.8,9.6,13.5,1.9,3.8,11.5,7.7,11.5,3.8,25.0,"Chris Stratton","Pitch ","[Catcher Perspective]",,,.000,,.250,.333,,,.000,.000,.000,.000,.000,"Chris Stratton","Batting Avg","[Catcher Perspective]",,,73.8,,86.7,86.9,41.0,,62.0,57.6,,,60.6,"Chris Stratton","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,608718,4,3,2,7,10,4,6,2,0,13,1,10,8,"Brent Suter","Pitch Breakdown","[Catcher Perspective]",5.7,4.3,2.9,10.0,14.3,5.7,8.6,2.9,0.0,18.6,1.4,14.3,11.4,"Brent Suter","Pitch ","[Catcher Perspective]",.000,.000,,.000,.667,1.000,.000,.000,.000,.000,,.000,.000,"Brent Suter","Batting Avg","[Catcher Perspective]",41.3,41.0,,37.9,67.7,87.1,,,,75.1,,63.1,61.0,"Brent Suter","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,592789,2,1,0,0,2,0,6,6,1,10,1,14,9,"Noah Syndergaard","Pitch Breakdown","[Catcher Perspective]",3.8,1.9,0.0,0.0,3.8,0.0,11.5,11.5,1.9,19.2,1.9,26.9,17.3,"Noah Syndergaard","Pitch ","[Catcher Perspective]",,,.000,.000,,.000,.333,.333,,.000,,.000,.000,"Noah Syndergaard","Batting Avg","[Catcher Perspective]",41.0,,,,,,108.0,104.3,,95.6,,,,"Noah Syndergaard","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,570632,7,11,7,13,12,17,5,11,15,14,20,12,43,"Jose Urena","Pitch Breakdown","[Catcher Perspective]",3.7,5.9,3.7,7.0,6.4,9.1,2.7,5.9,8.0,7.5,10.7,6.4,23.0,"Jose Urena","Pitch ","[Catcher Perspective]",.000,.333,.000,.000,.333,.000,.000,.500,.000,,.000,,.077,"Jose Urena","Batting Avg","[Catcher Perspective]",68.9,77.3,95.7,44.6,65.7,53.2,91.8,76.3,72.1,41.0,,,68.7,"Jose Urena","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,664056,13,15,12,21,32,26,11,30,18,20,25,35,107,"Harrison Bader","Pitch Breakdown","[Catcher Perspective]",3.6,4.1,3.3,5.8,8.8,7.1,3.0,8.2,4.9,5.5,6.8,9.6,29.3,"Harrison Bader","Pitch ","[Catcher Perspective]",.200,.333,.000,.286,.500,.231,.000,.100,.333,.000,.250,.000,.167,"Harrison Bader","Batting Avg","[Catcher Perspective]",76.4,96.8,96.3,85.2,81.8,88.8,99.9,98.8,59.1,,84.1,,74.8,"Harrison Bader","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,468504,7,12,9,10,13,23,10,11,13,6,15,12,48,"Jhoulys Chacin","Pitch Breakdown","[Catcher Perspective]",3.7,6.3,4.8,5.3,6.9,12.2,5.3,5.8,6.9,3.2,7.9,6.3,25.4,"Jhoulys Chacin","Pitch ","[Catcher Perspective]",.000,.250,.000,.000,.500,.364,.000,.500,.000,.000,.250,.000,.000,"Jhoulys Chacin","Batting Avg","[Catcher Perspective]",77.3,77.0,55.2,66.0,96.1,71.9,60.2,86.5,70.5,95.0,66.7,96.1,77.5,"Jhoulys Chacin","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,543022,4,12,16,6,13,20,8,4,12,6,20,8,27,"Tyler Chatwood","Pitch Breakdown","[Catcher Perspective]",2.6,7.7,10.3,3.8,8.3,12.8,5.1,2.6,7.7,3.8,12.8,5.1,17.3,"Tyler Chatwood","Pitch ","[Catcher Perspective]",.333,.000,.000,.000,.000,.250,.500,,.000,1.000,.500,.000,.000,"Tyler Chatwood","Batting Avg","[Catcher Perspective]",80.4,61.6,62.3,106.8,77.9,82.7,65.7,,76.9,86.2,66.5,82.9,70.5,"Tyler Chatwood","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,595918,3,1,2,3,5,4,2,3,8,2,8,2,15,"A.J. Cole","Pitch Breakdown","[Catcher Perspective]",5.2,1.7,3.4,5.2,8.6,6.9,3.4,5.2,13.8,3.4,13.8,3.4,25.9,"A.J. Cole","Pitch ","[Catcher Perspective]",,.000,.000,.000,.500,.000,,.000,.333,.000,.000,,.000,"A.J. Cole","Batting Avg","[Catcher Perspective]",,99.6,77.0,,79.2,,,70.0,75.2,60.0,98.6,,,"A.J. Cole","Exit Velocity Against","[Catcher Perspective]"
2018-04-10,656427,1,5,0,2,4,1,0,4,5,2,4,1,2,"Jack Flaherty","Pitch Breakdown","[Catcher Perspective]",3.2,16.1,0.0,6.5,12.9,3.2,0.0,12.9,16.1,6.5,12.9,3.2,6.5,"Jack Flaherty","Pitch ","[Catcher Perspective]",,,.000,.000,.000,,.000,.000,.000,,.000,,,"Jack Flaherty","Batting Avg","[Catcher Perspective]",,,,84.5,100.8,,,,67.5,,68.9,,,"Jack Flaherty","Exit Velocity Against","[Catcher Perspective]"
