Date,PLayerID,PBreak1,PBreak2,PBreak3,PBreak4,PBreak5,PBreak6,PBreak7,PBreak8,PBreak9,PB1,PB2,PB3,PB4,PlayerName,Breakdown,CPBrea,PPerreak1,PPerreak2,PPerreak3,PPerreak4,PPerreak5,PPerreak6,PPerreak7,PPerreak8,PPerreak9,PPer1,PPer2,PPer3,PPer4,PlayerNamePer,BreakdownPer,PerCP,BAvg1,BAvg2,BAvg3,BAvg4,BAvg5,BAvg6,BAvg7,BAvg8,BAvg9,BAvgQ1,BAvgQ2,BAvgQ3,BAvgQ4,PlayerNameBAvg,BAvgQ,BAvgQCP,EVAvg1,EVAvg2,EVAvg3,EVAvg4,EVAvg5,EVAvg6,EVAvg7,EVAvg8,EVAvg9,EVAvgQ1,EVAvgQ2,EVAvgQ3,EVAvgQ4,PlayerNameEVA,EVAvgQ,EVAvgQCP
2018-04-09,435062,57,88,57,77,103,101,40,59,75,176,149,105,219,"Howie Kendrick","Pitch Breakdown","[Catcher Perspective]",4.4,6.7,4.4,5.9,7.9,7.7,3.1,4.5,5.7,13.5,11.4,8.0,16.8,"Howie Kendrick","Pitch ","[Catcher Perspective]",.333,.529,.300,.324,.412,.350,.188,.278,.276,.400,.313,.133,.133,"Howie Kendrick","Batting Avg","[Catcher Perspective]",93.0,95.5,92.4,84.5,86.9,90.1,90.2,93.3,89.7,74.9,85.8,88.4,79.3,"Howie Kendrick","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,595281,77,57,51,104,117,71,109,123,84,217,140,299,215,"Kevin Kiermaier","Pitch Breakdown","[Catcher Perspective]",4.6,3.4,3.1,6.3,7.0,4.3,6.6,7.4,5.0,13.0,8.4,18.0,12.9,"Kevin Kiermaier","Pitch ","[Catcher Perspective]",.316,.188,.143,.553,.327,.182,.342,.370,.240,.056,.125,.196,.111,"Kevin Kiermaier","Batting Avg","[Catcher Perspective]",94.3,92.0,94.3,93.6,85.9,78.0,88.0,86.3,86.4,72.7,73.9,80.5,82.1,"Kevin Kiermaier","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,553988,23,44,37,34,50,49,30,42,32,54,71,61,150,"Dixon Machado","Pitch Breakdown","[Catcher Perspective]",3.4,6.5,5.5,5.0,7.4,7.2,4.4,6.2,4.7,8.0,10.5,9.0,22.2,"Dixon Machado","Pitch ","[Catcher Perspective]",.500,.368,.267,.000,.333,.200,.111,.286,.125,.300,.167,.000,.200,"Dixon Machado","Batting Avg","[Catcher Perspective]",76.9,81.8,88.6,84.6,86.1,84.6,93.3,85.4,79.9,78.7,81.6,,79.0,"Dixon Machado","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,500874,23,29,25,71,93,80,69,93,104,83,51,183,334,"Jose Martinez","Pitch Breakdown","[Catcher Perspective]",1.9,2.3,2.0,5.7,7.5,6.5,5.6,7.5,8.4,6.7,4.1,14.8,27.0,"Jose Martinez","Pitch ","[Catcher Perspective]",.250,.375,.333,.385,.371,.238,.375,.320,.364,.273,.000,.160,.275,"Jose Martinez","Batting Avg","[Catcher Perspective]",86.5,91.4,82.9,87.3,96.0,95.0,93.3,97.2,89.5,88.0,77.0,82.4,84.4,"Jose Martinez","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,605412,127,116,69,189,151,96,147,116,61,389,136,389,183,"Joe Panik","Pitch Breakdown","[Catcher Perspective]",5.9,5.3,3.2,8.7,7.0,4.4,6.8,5.3,2.8,17.9,6.3,17.9,8.4,"Joe Panik","Pitch ","[Catcher Perspective]",.281,.413,.250,.333,.260,.375,.261,.296,.700,.302,.219,.070,.100,"Joe Panik","Batting Avg","[Catcher Perspective]",90.2,86.2,76.5,88.8,87.2,88.4,81.3,87.1,88.9,84.6,67.6,74.4,73.9,"Joe Panik","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,467827,82,91,53,90,115,73,98,106,56,213,149,222,186,"Gerardo Parra","Pitch Breakdown","[Catcher Perspective]",5.3,5.9,3.5,5.9,7.5,4.8,6.4,6.9,3.7,13.9,9.7,14.5,12.1,"Gerardo Parra","Pitch ","[Catcher Perspective]",.316,.324,.529,.333,.468,.486,.250,.370,.278,.138,.289,.040,.074,"Gerardo Parra","Batting Avg","[Catcher Perspective]",92.2,92.5,82.0,82.4,89.9,87.7,80.4,87.1,86.7,82.5,78.4,67.5,81.1,"Gerardo Parra","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,596142,77,109,71,88,134,140,72,117,125,223,208,191,474,"Gary Sanchez","Pitch Breakdown","[Catcher Perspective]",3.8,5.4,3.5,4.3,6.6,6.9,3.5,5.8,6.2,11.0,10.3,9.4,23.4,"Gary Sanchez","Pitch ","[Catcher Perspective]",.167,.333,.350,.333,.422,.313,.267,.293,.405,.324,.125,.154,.159,"Gary Sanchez","Batting Avg","[Catcher Perspective]",90.7,96.9,97.6,92.0,100.1,93.5,91.0,92.2,88.0,88.0,80.4,87.2,77.2,"Gary Sanchez","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,570267,87,100,62,130,182,174,124,163,183,187,147,318,628,"Domingo Santana","Pitch Breakdown","[Catcher Perspective]",3.5,4.0,2.5,5.2,7.3,7.0,5.0,6.6,7.4,7.5,5.9,12.8,25.3,"Domingo Santana","Pitch ","[Catcher Perspective]",.190,.300,.000,.322,.492,.271,.435,.286,.351,.174,.176,.200,.036,"Domingo Santana","Batting Avg","[Catcher Perspective]",81.8,91.2,97.6,89.6,94.2,92.8,94.9,93.1,87.5,71.2,89.7,80.0,77.8,"Domingo Santana","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,643217,126,101,78,180,173,107,169,151,97,390,151,502,296,"Andrew Benintendi","Pitch Breakdown","[Catcher Perspective]",5.0,4.0,3.1,7.1,6.9,4.2,6.7,6.0,3.8,15.5,6.0,19.9,11.7,"Andrew Benintendi","Pitch ","[Catcher Perspective]",.182,.343,.160,.306,.307,.340,.231,.349,.364,.243,.071,.244,.195,"Andrew Benintendi","Batting Avg","[Catcher Perspective]",91.4,90.0,83.7,90.2,87.8,89.0,87.5,92.7,88.2,90.4,68.5,78.9,81.1,"Andrew Benintendi","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,572821,110,218,187,91,191,229,45,113,152,317,518,130,525,"Brian Dozier","Pitch Breakdown","[Catcher Perspective]",3.9,7.7,6.6,3.2,6.8,8.1,1.6,4.0,5.4,11.2,18.3,4.6,18.6,"Brian Dozier","Pitch ","[Catcher Perspective]",.225,.267,.385,.500,.373,.261,.273,.227,.087,.159,.221,.083,.227,"Brian Dozier","Batting Avg","[Catcher Perspective]",84.2,91.3,87.8,93.9,91.6,85.4,93.3,90.6,82.2,82.2,85.1,88.7,75.2,"Brian Dozier","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,429665,94,122,102,157,186,195,124,175,208,234,259,310,701,"Edwin Encarnacion","Pitch Breakdown","[Catcher Perspective]",3.3,4.3,3.6,5.5,6.5,6.8,4.3,6.1,7.3,8.2,9.0,10.8,24.5,"Edwin Encarnacion","Pitch ","[Catcher Perspective]",.152,.343,.250,.273,.492,.346,.167,.259,.298,.207,.237,.040,.068,"Edwin Encarnacion","Batting Avg","[Catcher Perspective]",82.9,90.8,94.1,84.7,94.1,92.1,96.1,92.8,89.9,75.8,86.7,90.5,85.0,"Edwin Encarnacion","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,502110,66,81,71,89,147,137,77,124,156,165,101,229,463,"J.D. Martinez","Pitch Breakdown","[Catcher Perspective]",3.5,4.2,3.7,4.7,7.7,7.2,4.0,6.5,8.2,8.7,5.3,12.0,24.3,"J.D. Martinez","Pitch ","[Catcher Perspective]",.417,.143,.250,.486,.429,.200,.433,.487,.288,.167,.125,.182,.113,"J.D. Martinez","Batting Avg","[Catcher Perspective]",92.3,100.0,98.7,92.6,97.8,91.1,97.2,98.3,85.3,65.6,75.8,78.5,83.4,"J.D. Martinez","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,467092,30,40,41,40,54,53,28,37,48,63,55,68,160,"Wilson Ramos","Pitch Breakdown","[Catcher Perspective]",4.2,5.6,5.7,5.6,7.5,7.4,3.9,5.2,6.7,8.8,7.7,9.5,22.3,"Wilson Ramos","Pitch ","[Catcher Perspective]",.333,.188,.357,.467,.407,.304,.364,.063,.167,.125,.250,.300,.115,"Wilson Ramos","Batting Avg","[Catcher Perspective]",67.0,88.3,91.0,86.8,89.4,92.3,90.6,84.7,84.8,69.6,91.6,91.5,75.6,"Wilson Ramos","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,570560,116,103,73,157,158,73,110,128,83,326,136,278,259,"Yolmer Sanchez","Pitch Breakdown","[Catcher Perspective]",5.8,5.1,3.6,7.8,7.9,3.6,5.5,6.4,4.2,16.3,6.8,13.9,13.0,"Yolmer Sanchez","Pitch ","[Catcher Perspective]",.368,.333,.278,.264,.382,.375,.125,.250,.367,.176,.292,.214,.157,"Yolmer Sanchez","Batting Avg","[Catcher Perspective]",83.1,84.7,81.7,86.3,92.1,87.1,80.9,85.2,87.7,75.4,73.6,77.5,77.5,"Yolmer Sanchez","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,458015,115,150,101,171,228,168,150,160,118,350,242,438,337,"Joey Votto","Pitch Breakdown","[Catcher Perspective]",4.2,5.5,3.7,6.3,8.4,6.2,5.5,5.9,4.3,12.8,8.9,16.1,12.4,"Joey Votto","Pitch ","[Catcher Perspective]",.282,.306,.143,.407,.404,.361,.273,.439,.300,.118,.000,.189,.083,"Joey Votto","Batting Avg","[Catcher Perspective]",88.6,91.2,84.6,90.0,93.1,84.9,79.7,88.3,87.8,89.5,54.2,81.0,79.2,"Joey Votto","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,435522,71,53,45,100,110,81,120,131,88,227,114,289,275,"Neil Walker","Pitch Breakdown","[Catcher Perspective]",4.2,3.1,2.6,5.9,6.5,4.8,7.0,7.7,5.2,13.3,6.7,17.0,16.1,"Neil Walker","Pitch ","[Catcher Perspective]",.333,.333,.211,.278,.302,.375,.286,.245,.222,.100,.250,.306,.080,"Neil Walker","Batting Avg","[Catcher Perspective]",91.2,88.4,82.0,90.1,87.7,84.7,85.3,88.6,84.9,82.9,65.9,80.2,82.4,"Neil Walker","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,606115,74,92,89,107,146,132,80,111,131,170,191,189,465,"Orlando Arcia","Pitch Breakdown","[Catcher Perspective]",3.7,4.7,4.5,5.4,7.4,6.7,4.0,5.6,6.6,8.6,9.7,9.6,23.5,"Orlando Arcia","Pitch ","[Catcher Perspective]",.385,.290,.241,.257,.339,.358,.355,.317,.279,.320,.111,.304,.137,"Orlando Arcia","Batting Avg","[Catcher Perspective]",87.6,90.1,88.2,87.5,91.9,86.8,89.0,85.9,82.8,72.7,82.7,80.4,75.4,"Orlando Arcia","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,448801,111,97,70,172,134,99,143,127,81,222,169,380,308,"Chris Davis","Pitch Breakdown","[Catcher Perspective]",5.3,4.6,3.3,8.1,6.3,4.7,6.8,6.0,3.8,10.5,8.0,18.0,14.6,"Chris Davis","Pitch ","[Catcher Perspective]",.192,.136,.273,.238,.279,.364,.277,.205,.400,.125,.125,.038,.143,"Chris Davis","Batting Avg","[Catcher Perspective]",92.7,90.4,83.4,93.9,97.2,90.9,88.0,92.3,97.4,85.7,76.9,81.5,80.4,"Chris Davis","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,518692,64,75,66,121,121,75,97,122,109,204,181,329,338,"Freddie Freeman","Pitch Breakdown","[Catcher Perspective]",3.4,3.9,3.5,6.4,6.4,3.9,5.1,6.4,5.7,10.7,9.5,17.3,17.8,"Freddie Freeman","Pitch ","[Catcher Perspective]",.235,.240,.280,.447,.595,.154,.324,.326,.282,.074,.368,.213,.268,"Freddie Freeman","Batting Avg","[Catcher Perspective]",97.4,92.9,82.0,93.6,96.1,84.3,88.7,91.3,91.9,87.5,77.7,81.1,90.6,"Freddie Freeman","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,502671,77,120,89,122,195,201,94,166,225,194,196,301,776,"Paul Goldschmidt","Pitch Breakdown","[Catcher Perspective]",2.8,4.4,3.2,4.4,7.1,7.3,3.4,6.0,8.2,7.0,7.1,10.9,28.2,"Paul Goldschmidt","Pitch ","[Catcher Perspective]",.294,.308,.419,.357,.446,.321,.480,.431,.246,.217,.206,.171,.057,"Paul Goldschmidt","Batting Avg","[Catcher Perspective]",93.5,97.2,96.1,91.0,97.5,91.1,95.6,93.6,85.4,74.7,89.3,87.6,83.3,"Paul Goldschmidt","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,543829,143,120,84,201,196,154,132,139,116,339,187,315,263,"Dee Gordon","Pitch Breakdown","[Catcher Perspective]",6.0,5.0,3.5,8.4,8.2,6.4,5.5,5.8,4.9,14.2,7.8,13.2,11.0,"Dee Gordon","Pitch ","[Catcher Perspective]",.389,.404,.241,.351,.303,.313,.320,.309,.320,.324,.185,.286,.231,"Dee Gordon","Batting Avg","[Catcher Perspective]",82.3,79.0,78.2,81.4,85.1,79.1,76.8,88.0,82.9,73.1,66.1,71.3,74.4,"Dee Gordon","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,547982,16,32,14,37,42,22,36,37,21,54,33,95,81,"Leonys Martin","Pitch Breakdown","[Catcher Perspective]",3.1,6.2,2.7,7.1,8.1,4.2,6.9,7.1,4.0,10.4,6.3,18.3,15.6,"Leonys Martin","Pitch ","[Catcher Perspective]",.000,.200,.333,.182,.313,.200,.188,.154,.000,.154,.000,.182,.077,"Leonys Martin","Batting Avg","[Catcher Perspective]",86.2,87.5,81.5,90.8,82.9,80.7,91.8,84.5,88.8,81.8,49.9,78.5,63.1,"Leonys Martin","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,608365,54,67,60,68,96,132,49,100,117,101,120,159,359,"Addison Russell","Pitch Breakdown","[Catcher Perspective]",3.6,4.5,4.0,4.6,6.5,8.9,3.3,6.7,7.9,6.8,8.1,10.7,24.2,"Addison Russell","Pitch ","[Catcher Perspective]",.286,.176,.200,.259,.262,.245,.250,.400,.244,.000,.118,.056,.227,"Addison Russell","Batting Avg","[Catcher Perspective]",87.9,89.9,89.0,91.4,95.1,87.1,89.3,89.9,84.4,62.8,91.8,75.6,79.8,"Addison Russell","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,572191,67,85,80,87,115,101,53,87,126,153,176,131,357,"Michael Taylor","Pitch Breakdown","[Catcher Perspective]",4.1,5.3,4.9,5.4,7.1,6.2,3.3,5.4,7.8,9.5,10.9,8.1,22.1,"Michael Taylor","Pitch ","[Catcher Perspective]",.400,.269,.545,.438,.333,.297,.063,.355,.250,.130,.214,.133,.077,"Michael Taylor","Batting Avg","[Catcher Perspective]",81.4,88.9,97.1,81.4,95.6,91.9,88.4,93.5,86.3,54.0,87.1,69.5,76.6,"Michael Taylor","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,408234,60,79,69,123,135,121,88,138,137,194,156,253,480,"Miguel Cabrera","Pitch Breakdown","[Catcher Perspective]",3.0,3.9,3.4,6.1,6.6,6.0,4.3,6.8,6.7,9.5,7.7,12.4,23.6,"Miguel Cabrera","Pitch ","[Catcher Perspective]",.143,.400,.143,.240,.392,.382,.286,.182,.273,.115,.125,.326,.121,"Miguel Cabrera","Batting Avg","[Catcher Perspective]",89.7,99.6,94.3,90.7,94.7,92.2,94.9,95.0,91.8,76.6,79.4,90.6,78.3,"Miguel Cabrera","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,621043,44,70,51,79,126,119,87,120,136,122,134,232,571,"Carlos Correa","Pitch Breakdown","[Catcher Perspective]",2.3,3.7,2.7,4.2,6.7,6.3,4.6,6.3,7.2,6.5,7.1,12.3,30.2,"Carlos Correa","Pitch ","[Catcher Perspective]",.333,.423,.333,.286,.392,.317,.500,.415,.258,.308,.214,.129,.175,"Carlos Correa","Batting Avg","[Catcher Perspective]",84.5,95.0,96.2,86.8,95.3,92.1,94.2,95.7,89.4,85.3,91.3,85.2,77.6,"Carlos Correa","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,594809,27,17,16,29,29,18,29,33,15,81,35,42,51,"Adam Eaton","Pitch Breakdown","[Catcher Perspective]",6.4,4.0,3.8,6.9,6.9,4.3,6.9,7.8,3.6,19.2,8.3,10.0,12.1,"Adam Eaton","Pitch ","[Catcher Perspective]",.200,.286,.200,.500,.400,.167,.625,.154,.286,.000,.333,.556,.125,"Adam Eaton","Batting Avg","[Catcher Perspective]",82.6,89.3,92.1,72.2,93.6,91.4,93.7,83.8,88.6,96.3,78.0,76.0,80.1,"Adam Eaton","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,475247,5,7,3,15,14,8,12,13,8,9,10,35,27,"Ryan Flaherty","Pitch Breakdown","[Catcher Perspective]",3.0,4.2,1.8,9.0,8.4,4.8,7.2,7.8,4.8,5.4,6.0,21.1,16.3,"Ryan Flaherty","Pitch ","[Catcher Perspective]",.500,.000,.000,.429,.500,.000,.000,.000,.500,,,.000,.000,"Ryan Flaherty","Batting Avg","[Catcher Perspective]",88.3,80.0,94.6,92.5,87.5,86.8,79.6,90.3,90.6,,,72.8,,"Ryan Flaherty","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,514917,109,98,103,160,174,137,124,140,118,300,209,325,318,"Cesar Hernandez","Pitch Breakdown","[Catcher Perspective]",4.7,4.2,4.4,6.9,7.5,5.9,5.4,6.0,5.1,13.0,9.0,14.0,13.7,"Cesar Hernandez","Pitch ","[Catcher Perspective]",.467,.407,.308,.303,.299,.327,.293,.295,.294,.265,.125,.250,.077,"Cesar Hernandez","Batting Avg","[Catcher Perspective]",90.6,85.4,66.3,89.8,88.8,80.0,87.8,88.7,85.0,77.5,55.6,78.0,73.5,"Cesar Hernandez","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,446334,70,77,82,99,191,187,92,162,232,161,214,278,644,"Evan Longoria","Pitch Breakdown","[Catcher Perspective]",2.8,3.1,3.3,4.0,7.7,7.5,3.7,6.5,9.3,6.5,8.6,11.2,25.9,"Evan Longoria","Pitch ","[Catcher Perspective]",.143,.192,.125,.121,.308,.306,.457,.344,.319,.100,.286,.114,.210,"Evan Longoria","Batting Avg","[Catcher Perspective]",84.2,83.5,89.5,85.0,90.8,90.6,91.9,90.5,86.2,79.8,85.7,83.3,78.7,"Evan Longoria","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,592567,2,3,1,0,4,3,2,2,1,8,4,4,3,"Colin Moran","Pitch Breakdown","[Catcher Perspective]",5.4,8.1,2.7,0.0,10.8,8.1,5.4,5.4,2.7,21.6,10.8,10.8,8.1,"Colin Moran","Pitch ","[Catcher Perspective]",.000,1.000,.000,.000,.500,.000,.000,,,.000,1.000,,,"Colin Moran","Batting Avg","[Catcher Perspective]",84.3,107.6,83.3,,98.4,87.3,99.6,,,101.3,79.4,,,"Colin Moran","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,452254,76,98,59,91,114,154,86,132,143,189,188,239,560,"Hunter Pence","Pitch Breakdown","[Catcher Perspective]",3.6,4.6,2.8,4.3,5.4,7.2,4.0,6.2,6.7,8.9,8.8,11.2,26.3,"Hunter Pence","Pitch ","[Catcher Perspective]",.238,.366,.263,.314,.277,.333,.250,.293,.194,.138,.226,.353,.134,"Hunter Pence","Batting Avg","[Catcher Perspective]",84.7,98.7,90.6,93.2,92.8,91.6,92.4,88.7,83.9,79.7,84.8,86.6,77.7,"Hunter Pence","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,570256,44,45,52,110,95,83,105,98,82,129,77,355,268,"Gregory Polanco","Pitch Breakdown","[Catcher Perspective]",2.9,2.9,3.4,7.1,6.2,5.4,6.8,6.4,5.3,8.4,5.0,23.0,17.4,"Gregory Polanco","Pitch ","[Catcher Perspective]",.357,.111,.188,.373,.325,.300,.209,.276,.263,.150,.143,.203,.148,"Gregory Polanco","Batting Avg","[Catcher Perspective]",85.9,81.8,82.3,90.3,89.5,83.5,87.3,88.6,87.5,93.6,78.0,79.8,85.6,"Gregory Polanco","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,607387,17,17,23,32,43,35,36,35,40,42,52,68,120,"Ryan Rua","Pitch Breakdown","[Catcher Perspective]",3.0,3.0,4.1,5.7,7.7,6.3,6.4,6.3,7.1,7.5,9.3,12.1,21.4,"Ryan Rua","Pitch ","[Catcher Perspective]",.000,.000,.500,.308,.214,.375,.667,.308,.214,.000,.000,.100,.000,"Ryan Rua","Batting Avg","[Catcher Perspective]",80.0,,104.0,79.5,93.0,102.6,93.0,92.8,97.3,61.3,92.3,64.1,82.7,"Ryan Rua","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,467793,100,112,89,165,189,165,181,167,132,283,236,427,389,"Carlos Santana","Pitch Breakdown","[Catcher Perspective]",3.8,4.3,3.4,6.3,7.2,6.3,6.9,6.3,5.0,10.7,9.0,16.2,14.8,"Carlos Santana","Pitch ","[Catcher Perspective]",.258,.308,.258,.266,.284,.281,.302,.309,.125,.212,.333,.200,.161,"Carlos Santana","Batting Avg","[Catcher Perspective]",84.5,88.5,86.1,90.2,90.0,89.5,90.2,91.4,92.3,83.7,81.6,87.0,80.0,"Carlos Santana","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,623993,7,5,2,12,7,4,11,10,6,15,5,15,21,"Anthony Santander","Pitch Breakdown","[Catcher Perspective]",5.8,4.2,1.7,10.0,5.8,3.3,9.2,8.3,5.0,12.5,4.2,12.5,17.5,"Anthony Santander","Pitch ","[Catcher Perspective]",.000,1.000,.000,.667,.500,.000,.500,.000,.500,.333,,.250,.000,"Anthony Santander","Batting Avg","[Catcher Perspective]",,101.6,,92.4,77.1,76.5,96.6,90.8,86.3,98.1,,82.7,47.2,"Anthony Santander","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,656941,104,104,93,127,136,106,110,120,67,296,184,392,260,"Kyle Schwarber","Pitch Breakdown","[Catcher Perspective]",5.0,5.0,4.4,6.1,6.5,5.1,5.2,5.7,3.2,14.1,8.8,18.7,12.4,"Kyle Schwarber","Pitch ","[Catcher Perspective]",.387,.250,.222,.231,.308,.250,.200,.200,.133,.208,.000,.175,.000,"Kyle Schwarber","Batting Avg","[Catcher Perspective]",97.3,86.7,83.8,95.9,95.8,81.7,89.6,90.1,85.5,90.9,66.1,80.7,75.4,"Kyle Schwarber","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,516416,98,97,91,111,180,162,91,137,141,204,200,211,457,"Jean Segura","Pitch Breakdown","[Catcher Perspective]",4.5,4.4,4.2,5.1,8.3,7.4,4.2,6.3,6.5,9.4,9.2,9.7,21.0,"Jean Segura","Pitch ","[Catcher Perspective]",.205,.407,.417,.237,.400,.377,.235,.370,.189,.185,.053,.290,.309,"Jean Segura","Batting Avg","[Catcher Perspective]",81.7,93.8,95.5,88.1,91.8,94.9,80.9,89.0,87.9,72.4,84.1,82.2,84.0,"Jean Segura","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,592122,5,9,17,7,9,16,9,8,11,23,34,11,32,"Tyler Austin","Pitch Breakdown","[Catcher Perspective]",2.6,4.7,8.9,3.7,4.7,8.4,4.7,4.2,5.8,12.0,17.8,5.8,16.8,"Tyler Austin","Pitch ","[Catcher Perspective]",.000,.500,.167,.000,1.000,.000,.000,,.250,.250,.125,.000,.000,"Tyler Austin","Batting Avg","[Catcher Perspective]",77.5,97.5,90.7,,98.4,82.9,,,86.6,86.4,100.4,,42.8,"Tyler Austin","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,572761,97,98,62,230,183,116,222,195,127,326,119,620,340,"Matt Carpenter","Pitch Breakdown","[Catcher Perspective]",3.5,3.6,2.3,8.4,6.7,4.2,8.1,7.1,4.6,11.9,4.4,22.7,12.4,"Matt Carpenter","Pitch ","[Catcher Perspective]",.182,.161,.000,.296,.290,.357,.240,.412,.267,.158,.091,.109,.100,"Matt Carpenter","Batting Avg","[Catcher Perspective]",88.9,86.6,80.7,93.2,90.5,87.0,87.8,90.3,94.4,86.4,77.5,81.7,87.8,"Matt Carpenter","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,465041,48,62,55,63,92,87,43,73,107,99,111,103,269,"Francisco Cervelli","Pitch Breakdown","[Catcher Perspective]",4.0,5.1,4.5,5.2,7.6,7.2,3.5,6.0,8.8,8.2,9.2,8.5,22.2,"Francisco Cervelli","Pitch ","[Catcher Perspective]",.500,.214,.231,.286,.273,.185,.400,.269,.242,.125,.222,.143,.156,"Francisco Cervelli","Batting Avg","[Catcher Perspective]",86.2,90.8,83.0,87.7,89.5,88.2,94.5,90.1,83.4,77.0,82.3,87.0,80.0,"Francisco Cervelli","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,455139,57,63,65,60,75,80,31,69,69,156,200,108,238,"Robinson Chirinos","Pitch Breakdown","[Catcher Perspective]",4.5,5.0,5.1,4.7,5.9,6.3,2.4,5.4,5.4,12.3,15.7,8.5,18.7,"Robinson Chirinos","Pitch ","[Catcher Perspective]",.278,.250,.455,.167,.429,.296,.286,.217,.222,.111,.250,.000,.048,"Robinson Chirinos","Batting Avg","[Catcher Perspective]",73.9,91.5,97.7,84.7,95.1,93.1,73.6,86.8,87.0,74.0,82.8,,79.9,"Robinson Chirinos","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,571602,75,73,84,99,139,152,77,92,157,132,175,168,427,"Matt Davidson","Pitch Breakdown","[Catcher Perspective]",4.1,3.9,4.5,5.4,7.5,8.2,4.2,5.0,8.5,7.1,9.5,9.1,23.1,"Matt Davidson","Pitch ","[Catcher Perspective]",.120,.176,.182,.400,.423,.191,.105,.345,.205,.273,.059,.111,.059,"Matt Davidson","Batting Avg","[Catcher Perspective]",80.4,94.0,99.3,89.6,95.7,89.8,93.3,98.7,85.3,78.2,92.0,75.8,77.7,"Matt Davidson","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,594807,76,129,104,124,180,205,63,148,158,236,254,204,601,"Adam Duvall","Pitch Breakdown","[Catcher Perspective]",3.1,5.2,4.2,5.0,7.3,8.3,2.5,6.0,6.4,9.5,10.2,8.2,24.2,"Adam Duvall","Pitch ","[Catcher Perspective]",.185,.171,.240,.367,.400,.313,.280,.298,.226,.143,.105,.200,.156,"Adam Duvall","Batting Avg","[Catcher Perspective]",76.4,90.1,90.8,84.9,93.9,90.7,92.8,89.8,83.5,75.7,85.1,87.8,82.3,"Adam Duvall","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,518735,79,82,72,136,120,85,101,123,91,282,135,310,278,"Yasmani Grandal","Pitch Breakdown","[Catcher Perspective]",4.2,4.3,3.8,7.2,6.3,4.5,5.3,6.5,4.8,14.9,7.1,16.4,14.7,"Yasmani Grandal","Pitch ","[Catcher Perspective]",.238,.333,.267,.250,.421,.310,.294,.283,.192,.065,.240,.191,.173,"Yasmani Grandal","Batting Avg","[Catcher Perspective]",91.7,92.5,87.2,92.7,92.6,93.4,83.0,94.2,83.4,81.5,79.7,80.9,81.3,"Yasmani Grandal","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,664023,60,80,52,114,109,96,109,102,74,156,111,295,257,"Ian Happ","Pitch Breakdown","[Catcher Perspective]",3.7,5.0,3.2,7.1,6.7,5.9,6.7,6.3,4.6,9.7,6.9,18.3,15.9,"Ian Happ","Pitch ","[Catcher Perspective]",.083,.063,.154,.286,.421,.333,.238,.273,.417,.125,.222,.195,.129,"Ian Happ","Batting Avg","[Catcher Perspective]",79.5,95.1,80.8,92.3,93.6,85.7,88.1,89.8,90.5,71.5,79.0,81.6,84.9,"Ian Happ","Exit Velocity Against","[Catcher Perspective]"
