"RFPred","Name","HTeam","Pos","Actual","H","SB","HR","HRSplitL30","HSplitL30","HRSplit","HSplit"
6.54483333333333,"Jedd Gyorko","STL","3B",5,0.777777777777778,0,2,0.4,0.538461538461538,0.6,0.737588652482269
9.761,"Tommy Pham","STL","CF",2,0.888888888888889,2,4,0.666666666666667,0.48,0.793103448275862,0.754189944134078
4.8191,"Francisco Pena","STL","C",3,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,0.727272727272727
6.47763333333333,"Dexter Fowler","STL","RF",0,0.3,0,2,0.6,0.6,0.777777777777778,0.814569536423841
6.0432,"Paul DeJong","STL","SS",10,0.909090909090909,0,1,0.8,0.772727272727273,0.757575757575758,0.779874213836478
6.10746666666667,"Marcell Ozuna","STL","LF",5,1,2,1,0.5,0.666666666666667,0.895833333333333,0.809128630705394
2.7609,"Greg Garcia","STL","IF",3,0.222222222222222,0,0,0,0.5,0.4,0.888888888888889
7.54873333333333,"Jose Iglesias","DET","SS",18,0.833333333333333,1,1,0.5,0.419354838709677,0.5,0.445714285714286
6.4284,"Jose Iglesias","DET","SS",18,0.833333333333333,1,1,0.5,0.419354838709677,0.5,0.445714285714286
8.1477,"Jose Iglesias","DET","SS",18,0.833333333333333,1,1,0.5,0.419354838709677,0.5,0.445714285714286
6.89123333333333,"Jose Iglesias","DET","SS",18,0.833333333333333,1,1,0.5,0.419354838709677,0.5,0.445714285714286
7.8605,"Pete Kozma","DET","IF",11,2,0,0,0,0,0.333333333333333,0.307692307692308
8.32963333333333,"Pete Kozma","DET","IF",11,2,0,0,0,0,0.333333333333333,0.307692307692308
7.25463333333333,"Pete Kozma","DET","IF",11,2,0,0,0,0,0.333333333333333,0.307692307692308
7.73463333333334,"Pete Kozma","DET","IF",11,2,0,0,0,0,0.333333333333333,0.307692307692308
8.3025,"Nicholas Castellanos","DET","RF",6,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
8.51473333333334,"Nicholas Castellanos","DET","RF",6,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
8.1277,"Nicholas Castellanos","DET","RF",2,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
8.3464,"Nicholas Castellanos","DET","RF",2,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
8.45273333333333,"Nicholas Castellanos","DET","RF",6,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
9.25590000000001,"Nicholas Castellanos","DET","RF",6,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
8.31553333333333,"Nicholas Castellanos","DET","RF",2,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
9.2002,"Nicholas Castellanos","DET","RF",2,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
3,"Grayson Greiner","DET","C",8,1,0,0,0,0.333333333333333,0,0.333333333333333
3,"Grayson Greiner","DET","C",8,1,0,0,0,0.333333333333333,0,0.333333333333333
3,"Grayson Greiner","DET","C",8,1,0,0,0,0.333333333333333,0,0.333333333333333
3,"Grayson Greiner","DET","C",8,1,0,0,0,0.333333333333333,0,0.333333333333333
1.49126666666667,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.22043333333333,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.50713333333333,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.22563333333333,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.4483,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.19036666666667,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.45056666666667,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.18863333333333,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
4.78246666666667,"Victor Martinez","DET","DH",0,1,0,2,0,0.0952380952380952,0.266666666666667,0.41726618705036
5.0936,"Victor Martinez","DET","DH",0,1,0,2,0,0.0952380952380952,0.266666666666667,0.41726618705036
4.49853333333333,"Victor Martinez","DET","DH",0,1,0,2,0,0.0952380952380952,0.266666666666667,0.41726618705036
4.54756666666667,"Victor Martinez","DET","DH",0,1,0,2,0,0.0952380952380952,0.266666666666667,0.41726618705036
1.3786,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.14743333333333,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.4061,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.16293333333333,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.4462,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.15996666666667,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.4756,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
1.18036666666667,"Victor Reyes","DET","UT",0,0.25,0,0,0,0.333333333333333,0,0.5
8.2277,"Nicholas Castellanos","DET","RF",6,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
8.75206666666666,"Nicholas Castellanos","DET","RF",6,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
7.95176666666667,"Nicholas Castellanos","DET","RF",2,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
8.548,"Nicholas Castellanos","DET","RF",2,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
8.31393333333334,"Nicholas Castellanos","DET","RF",6,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
9.21246666666667,"Nicholas Castellanos","DET","RF",6,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
8.19973333333334,"Nicholas Castellanos","DET","RF",2,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
9.09313333333333,"Nicholas Castellanos","DET","RF",2,1.18181818181818,0,1,0.4,0.473684210526316,0.617647058823529,0.497959183673469
6.11726666666667,"Gregory Polanco","PIT","RF",19,0.916666666666667,1,1,0.666666666666667,0.857142857142857,0.9,0.704545454545455
10.9110333333333,"Corey Dickerson","PIT","LF",3,1.27272727272727,1,3,0.8,0.818181818181818,0.945945945945946,0.814159292035398
9.09803333333333,"Josh Bell","PIT","1B",13,0.916666666666667,0,2,0.333333333333333,0.75,0.8,0.785714285714286
9.07873333333333,"Francisco Cervelli","PIT","C",19,0.888888888888889,0,2,0.6,0.791666666666667,0.75,0.752380952380952
2.43096666666667,"Adam Frazier","PIT","2B",0,0.833333333333333,0,1,0.5,0.736842105263158,0.8,0.8
5.91996666666667,"Colin Moran","PIT","3B",3,0.909090909090909,0,1,0.5,0.739130434782609,0.4,0.775
8.67053333333333,"Starling Marte","PIT","CF",10,1.33333333333333,1,3,0.6,0.789473684210526,0.6,0.784172661870504
6.58376666666667,"Jordy Mercer","PIT","SS",4,1.09090909090909,0,2,0.666666666666667,0.692307692307692,0.6,0.711764705882353
5.72673333333333,"Manuel Margot","SDP","CF",3,0.923076923076923,2,0,0,0.533333333333333,0.666666666666667,0.648148148148148
5.45876666666667,"Freddy Galvis","SDP","SS",0,0.615384615384615,2,0,0,0.555555555555556,0.625,0.665
6.04183333333333,"Jose Pirela","SDP","LF",3,1.07692307692308,1,0,0,0.692307692307692,0.7,0.661870503597122
6.43826666666667,"Eric Hosmer","SDP","1B",6,1.07692307692308,0,3,0.6,0.45,0.771428571428571,0.771317829457364
4.4136,"Franchy Cordero","SDP","OF",9,1.15384615384615,2,1,0.333333333333333,0.678571428571429,0.333333333333333,0.72
1.8004,"Christian Villanueva","SDP","3B",0,0.230769230769231,0,2,0.285714285714286,0.6,0.363636363636364,0.538461538461538
5.8236,"Travis Jankowski","SDP","OF",10,1.09090909090909,1,1,0.5,0.769230769230769,0.5,0.807692307692308
4.2224,"Rafael Lopez","SDP","C",5,0.666666666666667,0,2,0.666666666666667,0.8,0.857142857142857,0.952380952380952
9.0715,"Chance Sisco","BAL","C",13,0.428571428571429,0,1,0.666666666666667,0.75,0.8,0.842105263157895
7.64203333333333,"Chance Sisco","BAL","C",13,0.428571428571429,0,1,0.666666666666667,0.75,0.8,0.842105263157895
9.50593333333333,"Chance Sisco","BAL","C",13,0.428571428571429,0,1,0.666666666666667,0.75,0.8,0.842105263157895
7.71003333333333,"Chance Sisco","BAL","C",13,0.428571428571429,0,1,0.666666666666667,0.75,0.8,0.842105263157895
3.80743333333333,"Anthony Santander","BAL","RF",0,0.636363636363636,0,0,0,0.642857142857143,0,0.642857142857143
6.12223333333333,"Anthony Santander","BAL","RF",0,0.636363636363636,0,0,0,0.642857142857143,0,0.642857142857143
4.2528,"Anthony Santander","BAL","RF",0,0.636363636363636,0,0,0,0.642857142857143,0,0.642857142857143
6.44793333333334,"Anthony Santander","BAL","RF",0,0.636363636363636,0,0,0,0.642857142857143,0,0.642857142857143
4.58413333333333,"Danny Valencia","BAL","UT",0,1,0,1,0.25,0.357142857142857,0.695652173913043,0.741007194244604
10.5120666666667,"Danny Valencia","BAL","UT",0,1,0,1,0.25,0.357142857142857,0.695652173913043,0.741007194244604
4.61493333333333,"Danny Valencia","BAL","UT",0,1,0,1,0.25,0.357142857142857,0.695652173913043,0.741007194244604
10.5933,"Danny Valencia","BAL","UT",0,1,0,1,0.25,0.357142857142857,0.695652173913043,0.741007194244604
4.46526666666667,"Caleb Joseph","BAL","C",8,0.75,0,1,0,0.4,0.6,0.716049382716049
4.42956666666667,"Caleb Joseph","BAL","C",8,0.75,0,1,0,0.4,0.6,0.716049382716049
4.56533333333333,"Caleb Joseph","BAL","C",8,0.75,0,1,0,0.4,0.6,0.716049382716049
4.3523,"Caleb Joseph","BAL","C",8,0.75,0,1,0,0.4,0.6,0.716049382716049
5.64410000000001,"Derek Fisher","HOU","LF",0,0.5,0,3,0.4,0.333333333333333,0.2,0.204081632653061
11.8206666666667,"Jose Altuve","HOU","2B",0,1.33333333333333,1,1,0,0.323529411764706,0.185185185185185,0.264808362369338
5.1056,"Marwin Gonzalez","HOU","LF",0,1.09090909090909,1,2,0.333333333333333,0.52,0.185185185185185,0.265957446808511
7.3066,"Brian McCann","HOU","C",18,0.555555555555556,0,0,0.666666666666667,0.307692307692308,0.380952380952381,0.263157894736842
6.4873,"Yuli Gurriel","HOU","1B",8,1.25,0,0,0,0.333333333333333,0.19047619047619,0.273170731707317
5.26136666666667,"Alex Bregman","HOU","3B",10,0.833333333333333,1,2,0.333333333333333,0.32,0.185185185185185,0.334883720930233
7.37916666666667,"Carlos Correa","HOU","SS",19,0.818181818181818,0,1,0,0.285714285714286,0.34375,0.350785340314136
8.24833333333334,"Josh Reddick","HOU","RF",10,0.416666666666667,0,0,0.25,0.266666666666667,0.130434782608696,0.141463414634146
6.63476666666667,"Evan Gattis","HOU","DH",23,0.333333333333333,0,0,0,0.454545454545455,0.333333333333333,0.311320754716981
11.4119333333333,"J.D. Martinez","BOS","DH",2,1.66666666666667,0,3,0.428571428571429,0.641025641025641,0.68141592920354,0.69047619047619
6.61453333333333,"Hanley Ramirez","BOS","UT",15,0.909090909090909,0,1,0.666666666666667,0.652173913043478,0.65625,0.722543352601156
8.88443333333333,"Rafael Devers","BOS","3B",6,1,0,3,0.5,0.703703703703704,0.625,0.697247706422018
6.0054,"Jackie Bradley","BOS","CF",0,0.3,0,0,0.333333333333333,0.5,0.782608695652174,0.788079470198676
11.1125,"Mookie Betts","BOS","RF",19,1.1,1,5,0.416666666666667,0.48,0.714285714285714,0.706140350877193
10.7308666666667,"Xander Bogaerts","BOS","SS",8,1.09090909090909,0,2,0.666666666666667,0.5625,0.764705882352941,0.797101449275362
9.34066666666667,"Christian Vazquez","BOS","C",3,0.625,0,0,0,0.6,0.666666666666667,0.745901639344262
8.98563333333334,"Andrew Benintendi","BOS","LF",14,1.18181818181818,1,1,0.666666666666667,0.708333333333333,0.785714285714286,0.770334928229665
5.87376666666666,"Eduardo Nunez","BOS","2B",3,0.916666666666667,1,1,0.666666666666667,0.714285714285714,0.857142857142857,0.705714285714286
10.5742,"Steven Souza","ARI","RF",0,0.428571428571429,1,0,0,0.25,0.71875,0.641221374045801
9.5316,"Nick Ahmed","ARI","SS",3,1,0,2,0.666666666666667,0.722222222222222,0.75,0.671232876712329
5.88219999999999,"Daniel Descalso","ARI","3B",3,1.08333333333333,0,1,0.5,0.761904761904762,0.5,0.853211009174312
5.80416666666667,"John Ryan Murphy","ARI","C",0,0.714285714285714,0,1,0,0.5,0,0.384615384615385
7.53226666666667,"David Peralta","ARI","LF",3,1.09090909090909,0,4,0.833333333333333,0.814814814814815,0.818181818181818,0.828282828282828
7.73436666666667,"Paul Goldschmidt","ARI","1B",6,0.416666666666667,0,0,0,0.565217391304348,0.795454545454545,0.747663551401869
8.9045,"Ketel Marte","ARI","2B",3,0.727272727272727,1,0,0.5,0.777777777777778,0.75,0.789473684210526
7.66796666666666,"A.J. Pollock","ARI","CF",8,1.25,2,5,0.454545454545455,0.689655172413793,0.730769230769231,0.774390243902439
