"","RFPred","Name","HTeam","Pos","Actual"
"68812",5.45823333333333,"Kurt Suzuki","ATL","C",6
"68813",11.873,"Ozzie Albies","ATL","2B",5
"68814",3.61706666666667,"Ryan Flaherty","ATL","3B",8
"68815",3.77456666666667,"Dansby Swanson","ATL","SS",8
"68816",15.6885,"Ronald Acuna","ATL","LF",11
"68817",8.1748,"Freddie Freeman","ATL","1B",11
"68820",7.45116666666667,"Alex Bregman","HOU","3B",0
"68821",9.99553333333333,"Jose Altuve","HOU","2B",3
"68822",8.0418,"Yuli Gurriel","HOU","1B",6
"68823",8.35883333333333,"Carlos Correa","HOU","SS",2
"68824",5.32186666666667,"Brian McCann","HOU","C",0
"68825",9.4719,"George Springer","HOU","OF",3
"68827",5.19413333333334,"Marwin Gonzalez","HOU","LF",3
"68828",10.0781,"Evan Gattis","HOU","DH",0
"68829",7.48816666666667,"Dee Gordon","SEA","CF",30
"68830",11.4030333333333,"Mitch Haniger","SEA","RF",4
"68831",4.47663333333333,"Ben Gamel","SEA","LF",7
"68832",10.1203333333333,"Nelson Cruz","SEA","DH",15
"68833",14.0108,"Ryon Healy","SEA","1B",2
"68834",8.43826666666667,"Robinson Cano","SEA","2B",2
"68835",9.16743333333334,"Jean Segura","SEA","SS",4
"68836",6.8728,"Mike Zunino","SEA","C",6
"68837",12.0183333333333,"Kyle Seager","SEA","3B",10
"68838",3.74183333333333,"Martin Prado","MIA","3B",0
"68840",9.26136666666667,"Miguel Rojas","MIA","SS",8
"68841",6.48266666666667,"Brian Anderson","MIA","3B",3
"68842",4.57193333333333,"Derek Dietrich","MIA","LF",0
"68843",8.738,"Cameron Maybin","MIA","RF",13
"68844",6.73366666666667,"J.T. Realmuto","MIA","C",3
"68848",5.13173333333333,"Starlin Castro","MIA","2B",3
"68849",10.0169333333333,"Michael Taylor","WSN","CF",0
"68852",2.52543333333333,"Matt Adams","WSN","UT",35
"68853",5.25933333333333,"Matt Wieters","WSN","C",0
"68854",2.74346666666667,"Wilmer Difo","WSN","IF",26
"68855",7.83,"Trea Turner","WSN","SS",10
"68857",5.4595,"Ryan Zimmerman","WSN","1B",3
"68858",7.89556666666666,"Howie Kendrick","WSN","2B",10
"68859",14.6499,"Bryce Harper","WSN","RF",19
"68861",7.1895,"Brandon Belt","SFG","1B",2
"68862",6.7443,"Alen Hanson","SFG","2B",10
"68863",4.79446666666667,"Brandon Crawford","SFG","SS",3
"68866",4.53336666666667,"Gregor Blanco","SFG","OF",8
"68867",7.54956666666666,"Buster Posey","SFG","C",11
"68868",5.92753333333333,"Austin Slater","SFG","OF",2
"68869",6.33563333333333,"Andrew McCutchen","SFG","RF",5
"68870",7.6448,"Evan Longoria","SFG","3B",0
"68872",7.89373333333333,"Jed Lowrie","OAK","2B",15
"68873",6.20186666666667,"Matt Chapman","OAK","3B",2
"68874",9.38093333333333,"Matt Olson","OAK","1B",12
"68875",6.22086666666667,"Marcus Semien","OAK","SS",5
"68876",6.726,"Mark Canha","OAK","CF",5
"68877",3.78016666666667,"Jonathan Lucroy","OAK","C",0
"68878",6.36046666666667,"Chad Pinder","OAK","UT",0
"68879",5.9192,"Matthew Joyce","OAK","LF",0
"68880",11.8561333333333,"Khris Davis","OAK","DH",4
"68881",7.6022,"Eric Hosmer","SDP","1B",28
"68882",4.54856666666667,"Christian Villanueva","SDP","3B",15
"68883",5.1856,"Travis Jankowski","SDP","OF",0
"68884",12.4648,"Franchy Cordero","SDP","OF",3
"68885",10.0033666666667,"Freddy Galvis","SDP","SS",2
"68886",3.28213333333333,"Rafael Lopez","SDP","C",0
"68887",8.58736666666666,"Jose Pirela","SDP","LF",0
"68889",9.89076666666667,"Manuel Margot","SDP","CF",0
"68890",9.0391,"Jose Abreu","CHW","1B",3
"68891",7.04346666666666,"Welington Castillo","CHW","C",0
"68892",7.95403333333334,"Tim Anderson","CHW","SS",2
"68894",8.4155,"Yoan Moncada","CHW","2B",9
"68895",3.47713333333333,"Matt Davidson","CHW","DH",5
"68898",3.3012,"Adam Engel","CHW","CF",12
"68900",5.09693333333334,"Nick Delmonico","CHW","LF",3
"68901",5.11776666666667,"JaCoby Jones","DET","LF",0
"68902",2.83336666666667,"Niko Goodrum","DET","UT",2
"68903",6.81666666666667,"Nicholas Castellanos","DET","RF",8
"68904",4.23336666666667,"James McCann","DET","C",5
"68905",3.5943,"Leonys Martin","DET","CF",9
"68906",5.5549,"Dixon Machado","DET","2B",3
"68907",6.41013333333333,"Jeimer Candelario","DET","3B",8
"68908",3.96276666666667,"Victor Martinez","DET","DH",0
"68909",5.9342,"Jose Iglesias","DET","SS",0
"68911",6.31993333333333,"Edwin Encarnacion","CLE","DH",6
"68913",9.98836666666666,"Francisco Lindor","CLE","SS",11
"68914",3.58043333333333,"Bradley Zimmer","CLE","CF",4
"68915",5.02856666666667,"Jason Kipnis","CLE","2B",13
"68916",7.85,"Yonder Alonso","CLE","1B",2
"68917",4.65536666666667,"Yan Gomes","CLE","C",8
"68918",1.872,"Tyler Naquin","CLE","RF",7
"68919",4.89083333333333,"Michael Brantley","CLE","LF",15
"68920",12.6322333333333,"Jose Ramirez","CLE","3B",9
"68922",7.75623333333333,"Max Kepler","MIN","RF",7
"68923",9.4481,"Robbie Grossman","MIN","RF",0
"68925",3.67366666666667,"Mitch Garver","MIN","C",0
"68926",8.81526666666666,"Eduardo Escobar","MIN","3B",8
"68927",7.8676,"Joe Mauer","MIN","1B",15
"68928",8.47633333333334,"Eddie Rosario","MIN","LF",21
"68929",6.1168,"Ehire Adrianza","MIN","SS",0
"68930",10.0772666666667,"Logan Morrison","MIN","DH",3
"68932",6.5244,"Josh Bell","PIT","1B",13
"68933",8.08223333333333,"Starling Marte","PIT","CF",0
"68935",6.1546,"Jordy Mercer","PIT","SS",6
"68937",8.0026,"Gregory Polanco","PIT","RF",0
"68938",4.60003333333333,"Colin Moran","PIT","3B",13
"68940",5.00493333333333,"Adam Frazier","PIT","2B",2
"68942",8.71916666666667,"Corey Dickerson","PIT","LF",15
