"","RFPred","Name","HTeam","Pos","Actual","H","SB","HR","HRSplitL30","HSplitL30","HRSplit","HSplit"
"46",9.94389999999999,"Jorge Alfaro","PHI","C",0,1,0,0,0,0.25,0.1,0.317460317460317
"47",8.5858,"Scott Kingery","PHI","IF",0,0.7,0,0,0,0,0.333333333333333,0.129032258064516
"48",1.2511,"Jesmuel Valentin","PHI","UT",0,0,0,0,0,0,0,0
"49",6.90753333333333,"Martin Maldonado","LAA","C",0,1.11111111111111,0,1,0.333333333333333,0.5,0.611111111111111,0.604651162790698
"50",4.89326666666667,"Albert Pujols","LAA","1B",0,0.7,0,0,0.333333333333333,0.666666666666667,0.828571428571429,0.70873786407767
"51",6.61576666666667,"Andrelton Simmons","LAA","SS",0,0.916666666666667,2,0,0.666666666666667,0.67741935483871,0.7,0.688311688311688
"52",8.29423333333333,"Zack Cozart","LAA","3B",0,0.727272727272727,0,1,0.5,0.666666666666667,0.666666666666667,0.773809523809524
"53",10.6986333333333,"Justin Upton","LAA","LF",0,1.09090909090909,0,4,0.375,0.6,0.602272727272727,0.699228791773779
"54",11.9943333333333,"Mike Trout","LAA","CF",0,0.5,3,2,0.5,0.590909090909091,0.685185185185185,0.664948453608247
"55",8.3104,"Kole Calhoun","LAA","RF",0,0.3,1,0,0,0.571428571428571,0.8,0.734463276836158
"56",8.3502,"Shohei Ohtani","LAA","DH",0,1,0,2,0.75,0.714285714285714,0.833333333333333,0.821428571428571
"57",4.5864,"Luis Valbuena","LAA","3B",0,0.5,0,0,0.5,0.833333333333333,0.892857142857143,0.839622641509434
"58",2.88926666666667,"Jefry Marte","LAA","1B",0,0.166666666666667,0,0,0,0.2,0,0.4
"59",6.31463333333333,"Chris Young","LAA","UT",0,0.222222222222222,0,0,0.5,0.4,0.7,0.625
"60",9.66216666666667,"Ian Kinsler","LAA","2B",0,0.727272727272727,2,1,0.5,0.733333333333333,0.769230769230769,0.801242236024845
"61",3.19576666666667,"Rene Rivera","LAA","C",0,0.666666666666667,0,2,0.333333333333333,0.666666666666667,0.481481481481481,0.79136690647482
