RFPred,Name,HTeam,Pos
3.651,Miguel Andujar,NYY,3B
3.644222222,Mike Tauchman,COL,OF
3.632277778,Phil Ervin,CIN,OF
3.553166667,Jorge Alfaro,PHI,C
3.545333333,Odubel Herrera,PHI,CF
3.517111111,Jackie Bradley,BOS,CF
3.427833333,Miguel Cabrera,DET,1B
3.243833333,Manny Pina,MIL,C
3.220555556,Alex Bregman,HOU,3B
3.210555556,Josh Harrison,PIT,2B
3.200277778,Justin Smoak,TOR,1B
3.071611111,Devon Travis,TOR,2B
3.051388889,Jon Jay,KCR,LF
3.000333333,Didi Gregorius,NYY,SS
2.948611111,Billy Hamilton,CIN,CF
2.942055556,Ryan Zimmerman,WSN,1B
2.845888889,Jason Heyward,CHC,RF
2.806722222,Kris Bryant,CHC,3B
2.804666667,Neil Walker,NYY,1B
2.781444444,Aledmys Diaz,TOR,SS
2.705277778,Cameron Maybin,MIA,RF
2.597666667,Brett Gardner,NYY,LF
2.586166667,TzuWei Lin,BOS,MI
2.537,Austin Romine,NYY,C
2.536777778,Jacob Nottingham,MIL,C
2.494666667,Max Stassi,HOU,C
2.448333333,Ian Happ,CHC,UT
2.351555556,Steve Pearce,TOR,UT
2.340555556,Lucas Duda,KCR,1B
2.33,Mitch Moreland,BOS,1B
2.235277778,Ryan LaMarre,MIN,UT
2.202444444,Adrian Sanchez,WSN,3B
2.124333333,Max Kepler,MIN,RF
2.016944444,Gregory Polanco,PIT,RF
2.012222222,Bryan Holaday,MIA,C
1.993777778,Andrew Knapp,PHI,C
1.914888889,Kendrys Morales,TOR,DH
1.914777778,Jace Peterson,NYY,OF
1.911277778,Matt Adams,WSN,UT
1.888611111,Mikie Mahtook,DET,LF
1.8885,Efren Navarro,CHC,1B
1.883666667,Leonys Martin,DET,CF
1.854722222,Kyle Schwarber,CHC,LF
1.822833333,Ben Zobrist,CHC,UT
1.780444444,Chris Iannetta,COL,C
1.763166667,Starlin Castro,MIA,2B
1.636722222,Evan Gattis,HOU,DH
1.615222222,Nicholas Castellanos,DET,RF
1.569166667,Brian McCann,HOU,C
1.536777778,Jett Bandy,MIL,C
1.509722222,Nick Williams,PHI,UT
1.509277778,Miguel MonteroDFA,WSN,C
1.466111111,Drew Butera,KCR,C
1.402444444,Mike Gerber,DET,
1.337722222,Tyler Wade,NYY,2B
1.317388889,Trevor Story,COL,SS
1.287055556,Garrett Cooper,MIA,UT
1.280111111,Gift Ngoepe,TOR,IF
1.2585,Jesus Aguilar,MIL,1B
1.249722222,Jonathan Villar,MIL,2B
1.239555556,Philip Gosselin,CIN,UT
1.199944444,Johnny Field,TBR,OF
1.199222222,Matt Reynolds,WSN,3B
1.185444444,Derek Dietrich,MIA,LF
1.184888889,Tony Wolters,COL,C
1.173222222,Christian Vazquez,BOS,C
1.167555556,Ronald Torreyes,NYY,IF
1.056111111,Moises Sierra,WSN,LF
1.036888889,Paulo Orlando,KCR,UT
1.0215,Sean Rodriguez,PIT,UT
0.997666667,Eric Sogard,MIL,MI
0.977722222,Ryan Goins,KCR,2B
0.956722222,Chad Wallach,MIA,C
0.948722222,Rob Refsnyder,TBR,UT
0.9005,David Bote,CHC,3B
0.836222222,Cam Gallagher,KCR,UT
0.825777778,Albert Almora,CHC,CF
0.789388889,David Dahl,COL,OF
0.687722222,Braxton Lee,MIA,OF
0.647222222,Tomas TelisDFA,MIA,UT
0.634444444,Blake Swihart,BOS,UT
0.557888889,Ryan McMahon,COL,CI
0.519944444,Yadiel Rivera,MIA,UT
0.519055556,Rafael Bautista,WSN,OF
0.465777778,Pat Valaika,COL,IF
0.440222222,Noel Cuevas,COL,RF
