"Kahnle, T",592454,https://baseballsavant.mlb.com/player?player_id=628452&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Lyles, J",543475,https://baseballsavant.mlb.com/player?player_id=518553&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Madson, R",425492,https://baseballsavant.mlb.com/player?player_id=445276&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Makita, K",628318,https://baseballsavant.mlb.com/player?player_id=621294&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"McAllister, Z",502083,https://baseballsavant.mlb.com/player?player_id=553878&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Minter, A",621345,https://baseballsavant.mlb.com/player?player_id=425492&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Montgomery, M",543557,https://baseballsavant.mlb.com/player?player_id=502085&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Moronta, R",606625,https://baseballsavant.mlb.com/player?player_id=612672&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Nicasio, J",504379,https://baseballsavant.mlb.com/player?player_id=543779&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Norris, B",502032,https://baseballsavant.mlb.com/player?player_id=475054&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"O Day, D",503285,https://baseballsavant.mlb.com/player?player_id=458677&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Oberg, S",623184,https://baseballsavant.mlb.com/player?player_id=621237&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Peacock, B",502748,https://baseballsavant.mlb.com/player?player_id=571704&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Peralta, W",593974,https://baseballsavant.mlb.com/player?player_id=501817&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Quackenbush, K",534812,https://baseballsavant.mlb.com/player?player_id=572831&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Ramos, A",573109,https://baseballsavant.mlb.com/player?player_id=644364&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Reed, A",592665,https://baseballsavant.mlb.com/player?player_id=657610&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Rivero, F",553878,https://baseballsavant.mlb.com/player?player_id=519322&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Romo, S",489265,https://baseballsavant.mlb.com/player?player_id=592789&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Rzepczynski, M",519240,https://baseballsavant.mlb.com/player?player_id=516714&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Salas, F",477569,https://baseballsavant.mlb.com/player?player_id=608331&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Saupold, W",599683,https://baseballsavant.mlb.com/player?player_id=595014&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Smoker, J",519294,https://baseballsavant.mlb.com/player?player_id=572021&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Stripling, R",548389,https://baseballsavant.mlb.com/player?player_id=621242&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Tazawa, J",547749,https://baseballsavant.mlb.com/player?player_id=519096&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Treinen, B",595014,https://baseballsavant.mlb.com/player?player_id=493247&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Turner, J",545363,https://baseballsavant.mlb.com/player?player_id=642003&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Vincent, N",543883,https://baseballsavant.mlb.com/player?player_id=592473&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Watson, T",453265,https://baseballsavant.mlb.com/player?player_id=641850&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Wilson, A",543935,https://baseballsavant.mlb.com/player?player_id=453329&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Ziegler, B",446899,https://baseballsavant.mlb.com/player?player_id=519076&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Anderson, C",502624,https://baseballsavant.mlb.com/player?player_id=571951&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Andriese, M",542882,https://baseballsavant.mlb.com/player?player_id=606930&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Barraclough, K",607457,https://baseballsavant.mlb.com/player?player_id=608349&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Blach, T",621389,https://baseballsavant.mlb.com/player?player_id=461872&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Boyer, B",430641,https://baseballsavant.mlb.com/player?player_id=450212&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Brice, A",592169,https://baseballsavant.mlb.com/player?player_id=465657&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Casilla, S",433586,https://baseballsavant.mlb.com/player?player_id=595928&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Chavez, J",445926,https://baseballsavant.mlb.com/player?player_id=430599&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Colome, A",517008,https://baseballsavant.mlb.com/player?player_id=622505&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Cortes Jr., N",641482,https://baseballsavant.mlb.com/player?player_id=518813&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Diaz, E",621242,https://baseballsavant.mlb.com/player?player_id=607455&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Dyson, S",473879,https://baseballsavant.mlb.com/player?player_id=594772&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Erlin, R",572362,https://baseballsavant.mlb.com/player?player_id=607231&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Font, W",521655,https://baseballsavant.mlb.com/player?player_id=605359&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Gallardo, Y",451596,https://baseballsavant.mlb.com/player?player_id=407822&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Garrett, A",607237,https://baseballsavant.mlb.com/player?player_id=502028&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Glasnow, T",607192,https://baseballsavant.mlb.com/player?player_id=606424&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Gott, T",641627,https://baseballsavant.mlb.com/player?player_id=606160&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Graveman, K",608665,https://baseballsavant.mlb.com/player?player_id=642073&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Hader, J",623352,https://baseballsavant.mlb.com/player?player_id=472610&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Hamels, C",430935,https://baseballsavant.mlb.com/player?player_id=623352&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Holder, J",656547,https://baseballsavant.mlb.com/player?player_id=657681&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Hutchison, D",571800,https://baseballsavant.mlb.com/player?player_id=572070&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Iglesias, R",628452,https://baseballsavant.mlb.com/player?player_id=592351&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Jones, N",518858,https://baseballsavant.mlb.com/player?player_id=621199&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Kela, K",605309,https://baseballsavant.mlb.com/player?player_id=657205&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Keller, B",641745,https://baseballsavant.mlb.com/player?player_id=608337&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Kelly, J",523260,https://baseballsavant.mlb.com/player?player_id=598264&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Kershaw, C",477132,https://baseballsavant.mlb.com/player?player_id=446099&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Kintzler, B",445213,https://baseballsavant.mlb.com/player?player_id=643778&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Kittredge, A",552640,https://baseballsavant.mlb.com/player?player_id=571521&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Knebel, C",608349,https://baseballsavant.mlb.com/player?player_id=282332&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Leclerc, J",600917,https://baseballsavant.mlb.com/player?player_id=621121&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Maurer, B",543506,https://baseballsavant.mlb.com/player?player_id=605483&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"McHugh, C",543521,https://baseballsavant.mlb.com/player?player_id=523260&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Miller, A",453192,https://baseballsavant.mlb.com/player?player_id=450203&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Minaya, J",573668,https://baseballsavant.mlb.com/player?player_id=543734&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Morrow, B",453344,https://baseballsavant.mlb.com/player?player_id=612434&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Neris, H",593576,https://baseballsavant.mlb.com/player?player_id=543272&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Pressly, R",519151,https://baseballsavant.mlb.com/player?player_id=592791&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Pruitt, A",643493,https://baseballsavant.mlb.com/player?player_id=628711&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Ramirez, J",542432,https://baseballsavant.mlb.com/player?player_id=592815&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Rios, Y",605441,https://baseballsavant.mlb.com/player?player_id=547973&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Robles, H",570663,https://baseballsavant.mlb.com/player?player_id=547749&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Rodney, F",407845,https://baseballsavant.mlb.com/player?player_id=457918&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Rogers, T",573124,https://baseballsavant.mlb.com/player?player_id=488768&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Rondon, H",444468,https://baseballsavant.mlb.com/player?player_id=502032&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Sherriff, R",595411,https://baseballsavant.mlb.com/player?player_id=621389&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Shreve, C",592741,https://baseballsavant.mlb.com/player?player_id=543331&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Smith, J",501925,https://baseballsavant.mlb.com/player?player_id=502624&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Solis, S",519301,https://baseballsavant.mlb.com/player?player_id=571946&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Soria, J",465657,https://baseballsavant.mlb.com/player?player_id=544150&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
